wallet_address,wallet_label,chain_key,chain_name,vm,asset_type,symbol,name,contract,balance,price_eur,value_eur,flags
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,SONEIUM,Soneium,EVM,token,FTTEAM,FantasyTeam Club,0x66541acf2df5b019a5abaf4ba0b0346e59cec53a,1,,,NO_PRICE
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,SONEIUM,Soneium,EVM,token,LMUID,LasMetaUID,0x8980f725e623bb4aba04592add09c1795dee37ea,1,0,0,NO_PRICE
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,SONEIUM,Soneium,EVM,token,TOMATO,Tomato,0x950f1fd6c3f5c1ee6eed9e10e353a33bd7e91efd,0.88717440276,,,NO_PRICE
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,ANCIENT8,Ancient8,EVM,native,ETH,ETH,native,0,1549.62,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,APECHAIN,ApeChain,EVM,native,APE,APE,native,0,0.13,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,APPCHAIN,AppChain,EVM,native,ETH,ETH,native,0,1549.62,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,ARBITRUM_NOVA,Arbitrum Nova,EVM,native,ETH,ETH,native,0,1549.62,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,ARENA_Z,Arena-Z,EVM,native,ETH,ETH,native,0,1549.62,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,CELO,Celo,EVM,native,CELO,CELO,native,0,0.06,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,CITREA,Citrea,EVM,native,cBTC,cBTC,native,0,54824.01,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,CORE,Core,EVM,native,CORE,CORE,native,0,0.02,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,CORN,Corn,EVM,native,BTCN,BTCN,native,0,54824.01,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,CREDITCOIN,Creditcoin,EVM,native,CTC,CTC,native,0,0.02,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,BOB,BOB,EVM,native,ETH,ETH,native,0,1549.62,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,BOBA,Boba,EVM,native,ETH,ETH,native,0,1549.62,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,BOTANIX,Botanix,EVM,native,BTC,BTC,native,0,54824.01,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,BXN,BXN,EVM,native,BXN,BXN,native,0,,,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,CAMP,Camp,EVM,native,CAMP,CAMP,native,0,0,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,DEGEN,Degen,EVM,native,DEGEN,DEGEN,native,0,0,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,DOGECHAIN,Dogechain,EVM,native,DOGE,DOGE,native,0,0.07,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,DOMA,Doma,EVM,native,ETH,ETH,native,0,1549.62,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,DOS_CHAIN,DOS Chain,EVM,native,DOS,DOS,native,0,,,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,DUCKCHAIN,DuckChain,EVM,native,GRAM,GRAM,native,0,1.55,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,EDEN,Eden,EVM,native,EDEN,EDEN,native,0,,,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,EDGELESS,Edgeless,EVM,native,EDG,EDG,native,0,0,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,EDU_CHAIN,EDU Chain,EVM,native,EDU,EDU,native,0,,,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,ENDURANCE,Endurance,EVM,native,ACE,ACE,native,0,,,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,ETHEREUM_CLASSIC,Ethereum Classic,EVM,native,ETC,ETC,native,0,6.24,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,ETHERLINK,Etherlink,EVM,native,XTZ,XTZ,native,0,0.22,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,FANTOM,Fantom,EVM,native,FTM,FTM,native,0,0.02,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,FLARE,Flare,EVM,native,FLR,FLR,native,0,0.01,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,FLOW,Flow EVM,EVM,native,FLOW,FLOW,native,0,0.02,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,FORMA,Forma,EVM,native,TIA,TIA,native,0,0.34,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,BSC,BNB Chain,EVM,native,BNB,BNB,native,0,513.84,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,AVALANCHE,Avalanche,EVM,native,AVAX,AVAX,native,0,6.05,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,GNOSIS,Gnosis,EVM,native,xDAI,xDAI,native,0,0.87,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,GNOSIS,Gnosis,EVM,token,worldcoin.pm,worldcoin.pm,0x0fbbbc7d96fd274f6d7fd1f782702b99b725748c,290,0,0,NO_PRICE
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,GNOSIS,Gnosis,EVM,token,vanityTrx.org,vanityTrx.org,0x44c981a4e65a3b02f627da55f637e1ed5b4b498f,888888,0,0,NO_PRICE
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,GNOSIS,Gnosis,EVM,token,GET-WLD.ORG,! Visit GET-WLD.ORG,0x7e8721e638f6387ed44d9248b0ee8c3a807d3111,9000000000,0,0,NO_PRICE
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,GNOSIS,Gnosis,EVM,token,SHIB,T ̥ME/BONKSE,0xb3fba07752710698a84036ab5af99bbfeab75886,130000000,0,0,NO_PRICE
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,GNOSIS,Gnosis,EVM,token,SHIB,T ̥ME/BONKSE,0xdcc5928677a7966daf58e10e285b1198390722b8,128250000,0,0,NO_PRICE
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,GNOSIS,Gnosis,EVM,token,SHIB,T ̥ME/SHIBAFI,0xe92a79624f511cceb8171dc20905b57efd314d65,126000000,0,0,NO_PRICE
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,GNOSIS,Gnosis,EVM,token,xdai.firstchef.net,xdai.firstchef.net,0xfd135b71c8dbb1c2bd052edafc9cba77dd2a7d69,600000000,0,0,NO_PRICE
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,ZKSYNC_ERA,zkSync Era,EVM,native,ETH,ETH,native,0,1551.18,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,LINEA,Linea,EVM,native,ETH,ETH,native,0,1549.62,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,FRAXTAL,Fraxtal,EVM,native,FRAX,FRAX,native,0,0.21,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,FUSE,Fuse,EVM,native,FUSE,FUSE,native,0,0,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,FVM,Filecoin Virtual Machine,EVM,native,FIL,FIL,native,0,0.69,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,GEB,GEB,EVM,native,BTC,BTC,native,0,54824.01,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,GENSYN,Gensyn,EVM,native,SYN,SYN,native,0,,,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,CRONOS,Cronos,EVM,native,CRO,CRO,native,0,0.05,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,CROSSBELL,Crossbell,EVM,native,CSB,CSB,native,0,,,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,CYBER,Cyber,EVM,native,ETH,ETH,native,0,1549.62,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,CYSIC,Cysic,EVM,native,CYS,CYS,native,0,0.28,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,DBK_CHAIN,DBK Chain,EVM,native,ETH,ETH,native,0,1549.62,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,HYCHAIN,Hychain,EVM,native,TOPIA,TOPIA,native,0,,,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,HYPEREVM,HyperEVM,EVM,native,HYPE,HYPE,native,0,60.71,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,ICB_NETWORK,ICB Network,EVM,native,ICB,ICB,native,0,,,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,IMMUTABLE,Immutable zkEVM,EVM,native,IMX,IMX,native,0,0.12,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,INEVM,inEVM,EVM,native,INJ,INJ,native,0,4.09,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,GRAVITY,Gravity,EVM,native,G,G,native,0,0,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,HARMONY,Harmony,EVM,native,ONE,ONE,native,0,0,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,HASHKEY,HashKey,EVM,native,HSK,HSK,native,0,0.07,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,HEMI,Hemi,EVM,native,ETH,ETH,native,0,1549.62,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,HORIZEN_EON,Horizen Eon,EVM,native,ZEN,ZEN,native,0,,,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,KCC,KCC,EVM,native,KCS,KCS,native,0,6.26,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,KITEAI,KiteAI,EVM,native,KITE,KITE,native,0,,,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,LAYERAI,LayerAI,EVM,native,LAI,LAI,native,0,,,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,LENS,Lens,EVM,native,GHO,GHO,native,0,0.87,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,LIGHTLINK,LightLink Phoenix,EVM,native,ETH,ETH,native,0,1549.62,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,LISK,Lisk,EVM,native,ETH,ETH,native,0,1551.18,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,LORENZO,Lorenzo,EVM,native,Lorenzo,Lorenzo,native,0,,,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,LUMIO,Lumio,EVM,native,ETH,ETH,native,0,1549.62,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,MANTA_PACIFIC,Manta Pacific,EVM,native,ETH,ETH,native,0,1549.62,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,MANTLE,Mantle,EVM,native,MNT,MNT,native,0,0.39,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,INK,Ink,EVM,native,ETH,ETH,native,0,1551.18,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,INTUITION,Intuition,EVM,native,TRUST,TRUST,native,0,0.05,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,IOTA_EVM,IOTA EVM,EVM,native,IOTA,IOTA,native,0,0.03,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,KAIA,Kaia,EVM,native,KAIA,KAIA,native,0,0.03,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,KATANA,Katana,EVM,native,ETH,ETH,native,0,1549.62,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,MEZO,Mezo,EVM,native,BTC,BTC,native,0,54824.01,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,MIND,Mind Network,EVM,native,ETH,ETH,native,0,1549.62,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,MITOSIS,Mitosis,EVM,native,MITO,MITO,native,0,0.02,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,MODE,Mode,EVM,native,ETH,ETH,native,0,1551.18,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,MONAD,Monad,EVM,native,MON,MON,native,0,0.02,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,MOONBEAM,Moonbeam,EVM,native,GLMR,GLMR,native,0,0.01,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,MOONCHAIN,Moonchain,EVM,native,MHC,MHC,native,0,0,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,MOONRIVER,Moonriver,EVM,native,MOVR,MOVR,native,0,1.13,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,MORPH,Morph,EVM,native,ETH,ETH,native,0,1549.62,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,NEO_X,Neo X,EVM,native,GAS,GAS,native,0,1.73,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,MATCHAIN,Matchain,EVM,native,BNB,BNB,native,0,512.82,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,MEGAETH,MegaETH,EVM,native,ETH,ETH,native,0,1551.18,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,MERLIN,Merlin,EVM,native,BTC,BTC,native,0,54824.01,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,METAL_L2,Metal L2,EVM,native,ETH,ETH,native,0,1549.62,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,METIS,Metis,EVM,native,METIS,METIS,native,0,2.45,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,NEON,Neon,EVM,native,NEON,NEON,native,0,0.02,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,NEXI_CHAIN,Nexi Chain,EVM,native,NEXI,NEXI,native,0,,,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,NEXUS,Nexus Mainnet,EVM,native,NEX,NEX,native,0,,,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,NUMINE,Numine,EVM,native,NUMINE,NUMINE,native,0,,,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,OPBNB,opBNB,EVM,native,BNB,BNB,native,0,513.84,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,OPENLEDGER,OpenLedger,EVM,native,OPEN,OPEN,native,0,0.14,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,PLASMA,Plasma,EVM,native,XPL,XPL,native,0,0.09,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,PLASMA,Plasma,EVM,token,www.base1.cfd,www.base1.cfd - claim Your Base airdrop,0xc8530940865f660b5f7463be0bc41375a062a318,8888,0,0,NO_PRICE
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,PLASMA,Plasma,EVM,token,www.base1.cfd,www.base1.cfd - claim Your Base airdrop,0xd88ad447c492c3f2064bc4e7f96829f99cf6fb82,8888,0,0,NO_PRICE
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,PLASMA,Plasma,EVM,token,www.base1.cfd,www.base1.cfd - claim Your Base airdrop,0x54710de763b607e29cf02d66f3783f5e4a117d61,8888,0,0,NO_PRICE
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,PLASMA,Plasma,EVM,token,www.base1.cfd,www.base1.cfd - claim Your Base airdrop,0x77a18f8c9b4b012b685b2963297c0941642a71a0,8888,0,0,NO_PRICE
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,PLASMA,Plasma,EVM,token,www.base1.cfd,www.base1.cfd - claim Your Base airdrop,0xf850a9db92c88c4ad15dd21b2ac2199e75db333d,8888,0,0,NO_PRICE
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,PLAYNANCE_PLAYBLOCK,Playnance Playblock,EVM,native,PAY,PAY,native,0,0,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,PLUME,Plume,EVM,native,PLUME,PLUME,native,0,0.01,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,POLYGON_ZKEVM,Polygon zkEVM,EVM,native,ETH,ETH,native,0,1551.11,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,RONIN,Ronin,EVM,native,RON,RON,native,0,0.05,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,ROOTSTOCK,Rootstock,EVM,native,RBTC,RBTC,native,0,54821.24,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,RSS3,RSS3,EVM,native,RSS3,RSS3,native,0,0,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,SEI,Sei,EVM,native,SEI,SEI,native,0,0.04,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,SHAPE,Shape,EVM,native,ETH,ETH,native,0,1551.18,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,POLYNOMIAL,Polynomial,EVM,native,ETH,ETH,native,0,,,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,PROOF_OF_PLAY_APEX,Proof of Play Apex,EVM,native,ETH,ETH,native,0,1551.11,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,PULSECHAIN,PulseChain,EVM,native,PLS,PLS,native,0,0,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,RACE,RACE,EVM,native,ETH,ETH,native,0,1541.61,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,RARI,RARI Chain,EVM,native,ETH,ETH,native,0,1551.11,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,SHIBARIUM,Shibarium,EVM,native,BONE,BONE,native,0,0.04,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,SHIDO_NETWORK,Shido Network,EVM,native,SHIDO,SHIDO,native,0,,,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,SHIMMER_EVM,Shimmer EVM,EVM,native,SMR,SMR,native,0,,,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,SKALE,Skale,EVM,native,sFUEL,sFUEL,native,0,,,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,SOMNIA,Somnia,EVM,native,STT,STT,native,0,0.09,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,REDSTONE,Redstone,EVM,native,ETH,ETH,native,0,1551.11,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,REI_NETWORK,Rei Network,EVM,native,REI,REI,native,0,0,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,REYA,Reya Network,EVM,native,ETH,ETH,native,0,1541.74,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,ROBINHOOD_CHAIN,Robinhood Chain,EVM,native,ETH,ETH,native,0,1550.73,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,ROLLUX,Rollux,EVM,native,SYS,SYS,native,0,,,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,SUPERPOSITION,Superposition,EVM,native,ETH,ETH,native,0,1548.76,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,SUPERSEED,Superseed,EVM,native,ETH,ETH,native,0,1541.74,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,SWAN,Swan,EVM,native,ETH,ETH,native,0,1536.52,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,SWELLCHAIN,Swell Chain,EVM,native,ETH,ETH,native,0,,,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,SYNDICATE_COMMONS,Syndicate Commons,EVM,native,SYND,SYND,native,0,0.01,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,TAC,TAC,EVM,native,TAC,TAC,native,0,0.03,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,TAIKO_ALETHIA,Taiko Alethia,EVM,native,ETH,ETH,native,0,1536.52,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,TANGLE,Tangle,EVM,native,TNT,TNT,native,0,,,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,TARAXA,Taraxa,EVM,native,TARA,TARA,native,0,,,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,TEMPO,Tempo,EVM,native,,,native,0,,,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,XRPLEVM,XRPL EVM,EVM,native,XRP,XRP,native,0,0.99,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,ZETACHAIN,ZetaChain,EVM,native,ZETA,ZETA,native,0,0.03,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,ZILLIQA_EVM,Zilliqa EVM,EVM,native,ZIL,ZIL,native,0,,,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,ZIRCUIT,Zircuit,EVM,native,ETH,ETH,native,0,1542.4,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,ZKFAIR,zkFair,EVM,native,ZKF,ZKF,native,0,,,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,UNICHAIN,Unichain,EVM,native,ETH,ETH,native,0,1543.13,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,VANA,Vana,EVM,native,VANA,VANA,native,0,1.01,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,WORLD_MOBILE,World Mobile,EVM,native,WMTX,WMTX,native,0,,,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,WORLDCHAIN,World Chain,EVM,native,ETH,ETH,native,0,1542.56,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,X_LAYER,X Layer,EVM,native,OKB,OKB,native,0,69.83,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,ZKLINKNOVA,zkLink Nova,EVM,native,ETH,ETH,native,0,1548.76,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,ZORA,Zora,EVM,native,ETH,ETH,native,0,1536.52,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,SONIC,Sonic,EVM,native,S,S,native,0,0.02,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,STABLE,Stable,EVM,native,gUSDT,gUSDT,native,0,0.87,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,STEP_NETWORK,Step Network,EVM,native,FITFI,FITFI,native,0,,,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,STORY,Story,EVM,native,IP,IP,native,0,0.26,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,BASE,Base,EVM,native,ETH,ETH,native,0,1550.73,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,BASE,Base,EVM,token,LASO,Laso Finance,0x403bab39a38833de77979f403d4a2bdd3050d103,9,0,0,NO_PRICE
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,BASE,Base,EVM,token,0x1c0c8d,Fortune Protocol,0x1c0c8df96d723872df5f84a580b033f6c13f1740,9,0,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,BASE,Base,EVM,token,CRX,CereBree,0x48fb9bbf14b7ec4750226e31249eeec94c865b70,9,0,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,BASE,Base,EVM,token,QUID,Squid,0x8032c4e7f8317e1f1f115c0e62a67cf07b94cb00,9,,,NO_PRICE
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,BASE,Base,EVM,token,ST,Sentio,0x098f95ddc907cbcf4e9c234cf53b0927341afec2,9,,,NO_PRICE
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,BASE,Base,EVM,token,SEC,Secury Wallet,0x0d4d191a72c1d8d6703d6d3ed1a532b67d5a5f14,9,0,0,NO_PRICE
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,BASE,Base,EVM,token,BLEND,Fluent,0x0daba40cd11e18216e1c79916604e60b5980487a,9,,,NO_PRICE
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,BASE,Base,EVM,token,UBOX,UBOX,0x135b2a1f8523a98132bec7f8246964f0a999d304,9,,,NO_PRICE
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,BASE,Base,EVM,token,SERV,OpenServ,0x1697cb81d6c85df9f843c5eb53fb8bea18cc2cc4,9,,,NO_PRICE
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,BASE,Base,EVM,token,SPCX,SpaceX,0x1d2bc2a265a257a48cd9b4a34aef1d0a33329959,9,0,0,NO_PRICE
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,BASE,Base,EVM,token,ENM,ENI Minds,0x1fb01c8fd4f830edf0e7a2e43bb8784eb745b470,9,,,NO_PRICE
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,BASE,Base,EVM,token,IMOUT,I AM OUT,0x208e0664114880b76471fec59fdd1bead62620d3,9,0,0,NO_PRICE
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,BASE,Base,EVM,token,ATWO,Arena Two,0x233867c6b7f6fd16731dc93c5bb0e1c9d3615f82,9,,,NO_PRICE
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,BASE,Base,EVM,token,GOKU,Son Goku,0x237138b792b6bad4f695707415612b24bd94256c,9,0,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,BASE,Base,EVM,token,NEXI,NEXIAR DAEP,0x253a4f29ef090bc8af2f14dbb91bcf85021b9df2,9,0,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,BASE,Base,EVM,token,LWP,LumiWave Protocol,0x27777ec2be4258d32134271f1d5d7d1d896aa86d,9,0,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,BASE,Base,EVM,token,RISE,Rise NASA,0x330eea8ec44e91302c318006ef5b8202adca2d4d,9,0,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,BASE,Base,EVM,token,XAU,TetherGold,0x3c3689f93a9869d1176ccd187f93ad196eaf103e,9,0,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,BASE,Base,EVM,token,GPAD,GamePad,0x3d1fb1bc77d1b049e403affebb954160d1d946e2,9,0,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,BASE,Base,EVM,token,CHAINZ,MultichainZ,0x3d26d5f702870ad2b9b36b1c5ac12004ca2ec605,9,0,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,BASE,Base,EVM,token,KAT,Katana,0x3e46afb608ec27e5b9c9f40e8e553aab3a5c5cde,9,,,NO_PRICE
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,BASE,Base,EVM,token,preSPAX,preSPAX,0x58983645e4022b0758ef1ad182cdfc58793b46ab,9,0,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,BASE,Base,EVM,token,CHIP,Chip,0x59828f30a4ad35d1d0b85c734d48ac6de04e314c,9,0,0,
0xe9c01999dee7562c07a048ffe5c866dc1f337569,Startale,BASE,Base,EVM,token,CTM,c8ntinuum,0x5af4e41b36a1a6ae6f9a53086d05978f289519af,9,,,NO_PRICE
